0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 0
0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0
0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0
0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0
0 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 0
0 2 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 2 0
0 2 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 2 0
0 2 2 2 2 2 2 0 0 2 2 2 2 0 0 2 2 2 2 0 0 2 2 2 2 2 2 0
0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 1 1 1 1 6 1 1 1 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 0 4 4 4 4 4 4 0 1 0 0 2 0 0 0 0 0 0
1 1 1 1 1 1 2 1 1 1 0 4 7 4 8 4 9 0 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 0 2 0 0 1 0 4 4 4 4 4 4 0 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 1 1 1 1 1 1 1 1 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 0
0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0
0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0
0 3 2 2 0 0 2 2 2 2 2 2 2 1 5 2 2 2 2 2 2 2 0 0 2 2 3 0
0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0 0 0
0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0 0 0
0 2 2 2 2 2 2 0 0 2 2 2 2 0 0 2 2 2 2 0 0 2 2 2 2 2 2 0
0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
